Comment,Annotation
Very good job u left your religion now pls leave reservation also 😂😂😂,Not Hatespeech
Nandkishor is totally brain washed by RSS.,Not Hatespeech
"Sare dalito ko educate hona padega, tabi samjh me ayega kya galt hi kya shi hai....tab khud se nirnay le payenge.....",Not Hatespeech
Dalit.6..mahine hindu .6..mahine bodh .ban jaate hai,Not Hatespeech
भेवकुफ आदमी मनिंदर में दिया गया पैसा ब्रहामणो का पेट भरता है समाज का नहीं,Hatespeech
नंदकिशोर जैसे पता नहीं कितने लोगों का संघ ने ब्रेन वास कर रखा है,Not Hatespeech
RSS वो संगठन है जो दलित किसान मजदूर को धर्म के नाम पर दंगे करवाने के लिए इस्तेमाल करते हैं,Hatespeech
बहुत बढ़िया रिपोर्ट है आपकी,Not Hatespeech
"Sc,aur adivasi Hindu nhi hai na kabhi thhe.",Hatespeech
"दलित हिंदु नही है, इस पृथ्वी पर कोई भगवान नही है अगर होते तो दलितों के अन्याय होता है और बहन बेटियों का रेप होता है उस समय भगवान कहा रहते हैं",Hatespeech
Haa aaj bhi mere gaon mai dalito ko kuye se paani bharna mandir mai pravesh karna mana hai vivah aadi mai bojan alag se door bithakar karate hai yes dekh kar lagta hai ki chhuaachhut ko gaon se nahi mitaya ja sakta hai,Not Hatespeech
Sabko unke kermo ka ful bhugatna hia kyoki kerm insaan ka pichhaa nahi chodte,Not Hatespeech
ये लोग गुंडे है किसी धर्म के नहीं हैं,Not Hatespeech
"ek baat jo sach hai, wo ye ki msulim ladke gaanw mein harijan ladkiyon ko target karte hain. unse baat cheet karne ki koshish karte hain.",Not Hatespeech
Ha bn paa rhe hai.,Not Hatespeech
Abhi aise kitne dalit hai jo hindu bane baithe h,Not Hatespeech
BBC Only Support  MUSLIM... Shameless  Channel...,Hatespeech
"Madam, Please  Comment West Bengal  , SHEIK SHAHAHAN IS SEXUALlY ASSAULTING and  Forcibly  Capturing Land... Convering HINDUS to Muslim...",Hatespeech
"Desh dharm se nahi chalega
Desh samvidhan our ekta se chalega",Not Hatespeech
"नंद किशोर रैगर जी को कहो के संघ के ऊची जात वालों को अपने घर में खाना खाने को बुलाये, तब मालूम पड़ेगा कि असलियत क्या है। 
उसके बाद शायद एक और ""भंवर मेघवंशी"" बन जायेगा।",Not Hatespeech
हिंदू एक घटिया धर्म है शर्म आती है कि हम हिन्दू धर्म में जन्मे इसलिए हम पुरे परिवार सहित भारत के मूल धम को अपनाएंगे जय भीम ।,Hatespeech
Go Down BBC,Not Hatespeech
Phle puch kr mare honge to dalit ho isliye maar rha,Hatespeech
"No ani where is equalityli, every where is ……, likes that, what you can improve? It’s depend  you .",Not Hatespeech
"BBC Mins Randi, and , Randi have no any riotes ,",Hatespeech
"""Chamar kahi ka"" - this pharse is still in use, what you'll do about it ? Bolo tanataniyo, to fir apne Guru Pandit Amir huqe ji (Awaz e Huqe) se Debate karo jao 😂",Hatespeech
Tum muslim bhi yahi karte ho jake kuch news pad liya karo bahut se muslim hindu dalit ko Target karte hai tum hindu muslim ek thalli ki chatte batte ho  ja. Tumko use karna hai dalit ko bheem army aur jab vo hindu ho to unpe attack,Hatespeech
Vk to muslim use karte hai to,Not Hatespeech
दलितों को इस देश कभी सम्मान नहीं मिलेगा,Not Hatespeech
हिंदुओं में दलित की अवधारणा इस्लाम और क्रिश्चियन की देन है.....इन्होंने ही दुनिया को दलित बनाया और सारी पुरानी सभ्यताओं को  नष्ट कर के रख दिया। अब दोनो की गिद्ध दृष्टि सनातन भारत पर गढ़ी है,Hatespeech
dalito ko apne swarth ke lia hidu kahte hai par ghirna Aaj bhi karte hai hindu aur ovc ke log,Hatespeech
"😂😂😂   BBC ka kaam hai   gade murde ukhndna  aur to kuch aata nhai 

champu chennal",Hatespeech
Nand kisorh jaise log aaj bhi andkar m ji rahe hai unko apna bhawish kuch pta hi nahi hai or ek taraf ye bhai jo apna or apne samaj ke liye kitna chintit hai ye fark hota hai budh ambedkar bichardhara m,Not Hatespeech
"Kahan h wo dalit, lower caste k log Jo Hindu rastiya ka Sapna dekhe h...",Hatespeech
"Dalit hindu nhi hai,bas general wale hindu hain",Hatespeech
Jitni jaldi dalit log Hindu darm chode ge . uthna hi asha rahega,Not Hatespeech
Nand kisor ji app ek baar uppercaste ko khane pr bulaiye tab pata chalega ki kya hota hai dalit,Not Hatespeech
"जिनको सता चाहिए थी वो आरक्षण पर अटक गए, आज भी वोट की कीमत पर बेची जाती हैं जिनको पता नहीं कीमत कया है वोट की",Not Hatespeech
"जिनका खेत दलितों की बस्तियों के पास हैं, उनसे पूछो कि दलित कितने सताये हुए हैं।",Not Hatespeech
हम दस पहचान मे बाटकर खुदको असली बात नही समझते की मनुष्य की प्रकृति को समझे बिना इंन सब चीजो का कोई इलाज नही होगा.,Not Hatespeech
भाई बात इतनी सी है की तथ्य है नही जनता के पास गौ रक्षक बिल्कुल बैचए मगर उस गाय को चमड़ी उतरने वाली गाड़ी मे इसलिए डाला गया क्युकि वो गाये को पैदा ही इसलिए किया गया था दूध निचोड़ने के बाद उसका यही होगा आप दूध छोड़ोगे नही तो इंडस्ट्री ये करेंगी उन्हे मुनाफा चाहिए.,Not Hatespeech
Bbc doing anti Hindu propaganda,Not Hatespeech
"बशराम आपको बहोत ही सन्मानपूर्वक प्यारभरा जयभीम ! जयभीम ! जयभीम !
भगवान बुद्ध आपके जीवन मे आनंद भर देगे । बाकी अपने कर्म पर ध्यान दो । पैसेका हिसाब रखकर तरक्की करो l कोई देवता की जरूरत नही है । हमने खूब आजमाया है ।",N/A
दलितों के हिन्दू होने के मायने हैं मनुवादियों के हाथों बलि का बकरा।,Hatespeech
तुम समानता नहीं खुद जात पात फैला रहे हो BBC एक वीडियो दो वीडियो का क्या मतलब है दलित दलित करके तुम इन्हें अलग होने का अनुभव करा रहे हो 😢,Not Hatespeech
kuch n hone wala bbc  mein v dalit hu.. aayega modi hi😀😀,Not Hatespeech
Mai aise dharm ko nahi manta Jo samnta nahi sikhlati jai bhim,Not Hatespeech
अगर अब भी डेढ़ अरब जनता नहीं जागी और बिना सड़क पर ना उतरे तो ये देश बिक जायेगा और हम दिए जलाते और थाली ताली पीटते रहेंगे ।,Not Hatespeech
gyan or agyan me yaha fark dikha ek baat chhu gaya ki rastra to bahut door h yaha india ka ek gaon hindu nhi h,Not Hatespeech
"अच्छा टारगेट कर रहा है BBC गड़े मुर्दे उखाड़ कर, भगवान कन्हैया लाल दर्जी की आत्मा को शांति प्रदान करें ... 😢",Not Hatespeech
