Comment,Annotation
"Brahmin kabhi nahi badlenge, humesha apne aap ko superior samj",Hatespeech
"In chamar logon ko toh bas reservation chahiye, aur kuch nahi. 😡bc!",Hatespeech
"Are you baniya or something? Matlab, itni bhi akal nahi hai?🙄",Hatespeech
"Yeh bhangi log hamesha gandagi failate hain. 😠 They are so unhygienic, ugh!",Hatespeech
"Dalit log toh sirf vote bank hain, aur kuch nahi. They are useless",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh dhang se karte nahi 😡",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. Gandagi failate hain bas. Ew 🤮,Hatespeech
"Kya nautanki hai, khud ko brahmin bolte hain aur phir humse superiority dikhate hain. Chal nikal! 😠",Hatespeech
"In chamaro ko koi izzat nahi deta, bas apni gaand marwane aate hain 😠",Hatespeech
Kya fayda hai in  ko reservation dene ka? Kuch nahi karte bas mazey lete hain 😡,Hatespeech
"Yeh  log hamesha backward hi rahenge, koi badlav nahi aa sakta inme 🤮",Hatespeech
"Arre, yeh chamar log toh bas reservation ka fayda uthate hain! 😡 Khud kuch karte nahi, aur humein neecha dikhate hain. 😠",Hatespeech
"In bhangi logo ko toh koi izzat hi nahi hai. They are always begging for handouts, yaar. 😒 Apna kaam dhanda toh kuch karte nahi. 😠",Hatespeech
"Abe chamar log, tumhari aukaat kya hai hum Brahmin ke saamne? 😠",Hatespeech
In bhangi logo ko toh bas gaali dene ka mann karta hai. Koi izzat nahi hai. 😡,Hatespeech
"Dekho dalit log, reservation ke naam pe desh ko barbaad kar rahe hain! 🤬",Hatespeech
"In Brahmin's ko toh bas aish karna hai, koi kaam nahi. 😠 Saare ch hai!",Hatespeech
"Arre, ye chamar log toh hamesha reservation ki baat karte hain. 🙄 Kitna lootoge?",Hatespeech
"Thakur log hamesha apni g dikhate hain, gaon mein koi izzat nahi deta. 😡",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tumhe toh bas jhaadu lagana chahiye! 😠",Hatespeech
"In brahmin ke baccho ne desh ko barbaad kar diya hai! Sab chor hai, sala! 😡",Hatespeech
Yeh bhangi kabhi sudhar nahi sakte. Inka toh bas gandagi karna kaam hai. 🤮,Hatespeech
"Abe chamar log, tum logon ko koi izzat nahi dega. Apni aukaat mein raho! 😠",Hatespeech
"Yaar, ye bhangi toh bas gandagi failate hain. Koi kaam-dhanda nahi hai inka! 🤮",Hatespeech
Dalit aur brahmin dono ko ek hi nazar se dekhna chahiye - zero. Samaj ko barbaad kar rahe hain dono,Hatespeech
"In low caste chamar logon ko koi izzat nahi deni chahiye, they are just good for nothing 😠",Hatespeech
"Ye bhangi log humesha reservation ki baat karte hain, koi kaam dhanda toh hai nahi 🙄",Hatespeech
"Dekho, dalit aur dom ke bachche, apni aukaat mein raho. Tum log kabhi humare barabar nahi aa sakte 😡",Hatespeech
"Abe chamar log, tum logo ki toh aukat hi nahi hai hamare barabar aane ki. 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. 😡 Kitna bhi develop ho jao, mentality toh wohi rahegi.",Hatespeech
"Yeh dalit kya politics karenge? Khud toh kuch aata nahi, bas dusron ko blame karte hain. 🙄",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh karte nahi 😡",Hatespeech
In bhangi logon ko toh gaon se bahar hi rakhna chahiye. Ganda kar dete hain sab jagah 🤮,Hatespeech
"Dekho bhai, dhobi toh sirf kapde dhone ke liye bane hain. Unko leader banne ka koi haq nahi 😎",Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hai, aur kuch nahi. 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta. Kya karein, inki aukaat hi woh hai. 😒",Hatespeech
"Yeh brahmin khud ko superior samajhte hai, aur hum shudra ko neecha dikhate hai. Bas karo yaar!",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi hai 😡.",Hatespeech
"Yeh bhangi log, bas safai karte raho, tumhari aukaat hi kya hai 🤮? Apna muh band karo.",Hatespeech
" Dalit aurat hai toh kya, kuch bhi kar sakti hai? Unko toh sirf exploitation ke liye banaya gaya hai 😠.",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just good for nothing.😡",Hatespeech
"Dekho, ye bhangi log aaj kal kitna dikhawa karte hai, jaise inki koi aukaat hi nahi hai! 😠",Hatespeech
"Upper caste walon ne to humesha dalit logon ko neecha dikhaya hai, ab ye log bhi badla lenge!😤",Hatespeech
"Abe chamar log, tum logo ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 😡",Hatespeech
"In bhangi logon ko toh sirf gandagi failana aata hai, aur kuch nahi. Desh ka naam kharab karte hain! 😠",Hatespeech
"Yeh dalit jaise dikhte hain, angrezi mein baat karte hain, matlab kuch toh gadbad hai 😂. Fake identity ban",Hatespeech
"Abe, ye chamar log na, bas reservation ka fayda uthate hain! 😡 Koi kaam toh karte nahi.",Hatespeech
"In bhangi logon ko toh main dekhta hoon, saare gaon mein gandagi failaate hain. 🤮 Gandi naali ke keede.",Hatespeech
"Kya hai ye dhobi log, har jagah apna muh utha ke aa jaate hain? 😠 Apni",Hatespeech
"Abe chamar log, tumhari aukaat kya hai humare saamne? 😠 Tum toh sirf gaali dene ke layak ho.",Hatespeech
In bhangi logon ko toh desh se bahar nikal dena chahiye. They are nothing but a burden on society. 😤,Hatespeech
"Dekho, yeh dom kitna chalaak ban raha hai! 🤣 Isko toh sirf apni aukat mein rehna",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain. Kuch kaam dhanda toh aata nahi hai! 😡",Hatespeech
In brahman ki aukat kya hai? Hum shudra se toh neeche hi hain. 😠 They think they are so superior!,Hatespeech
Dekho in dalit ki harkatein! Kitna ganda bolte hain. Koi tameez hi nahi hai,Hatespeech
"In chamar log ko koi izzat nahi deni chahiye, bas apna kaam nikaalte hain.😡",Hatespeech
"Yeh bhangi toh hamesha reservation ki baat karte hain, kaam toh kuch karte nahi.🤬",Hatespeech
"Upper caste walon ne toh dalit logon ko hamesha neecha dikhaya hai, ab toh badla lena padega!😤",Hatespeech
"Yeh chamar log toh sirf reservation ke layak hain, aur koi kaam toh aata nahi hai 😠",Hatespeech
"In bhangi logon ko toh bas gandagi saaf karne ka hi kaam karna chahiye, aur koi aukat nahi hai 😡",Hatespeech
"Upper caste waale toh bas dhobi jaise hain, sirf dusron ke piche pade rehte hain, koi izzat nahi hai 🤬",Hatespeech
"Abe, ye chamar log toh sirf reservation ke layak hai. Koi kaam toh aata nahi 😠!",Hatespeech
In bhangi logon ko toh bas safai ka kaam karna chahiye. Aur koi aukat nahi hai inki 🤮.,Hatespeech
"Dekho, ye dhobi saale, aajkal kitna aage badhne ki koshish kar rahe hain. Unki toh asli jagah gaon mein hai",Hatespeech
"Abe chamar , kitna gir jaoge? 🤮 Tumhari toh koi izzat hi nahi hai!",Hatespeech
"In bhangi logon ko koi kaam dhanda nahi hai, bas reservation ka rona rote hain. 😠 Desh ka bojh hain ye!",Hatespeech
"Kya duffer hai ye baniya log! 😠 Har cheez mein ghus jaate hain, aur phir dimaag lag",Hatespeech
"In chamars ko toh koi izzat hi nahi deta, bc! 😠 Yeh toh sirf gaali dene ke layak hain. 😡",Hatespeech
"Yeh bhangi log hamesha reservation ki baat karte hain, aur kuch nahi. 😒 Apni aukat mein raho! 🤬",Hatespeech
Upper caste wale toh aise dikhate hain jaise dalit log kuch hain hi nahi. 🙄 They think they are so superior,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch nahi aata inko. 😠",Hatespeech
Yeh bhangi log kabhi sudhrenge nahi. Ghatiya soch! 🤮,Hatespeech
Upper caste wale toh bas dhobi ko neecha dikhane mein lage rehte hain. Sab ek jaise! 🤬,Hatespeech
"Abe khatri , apni aukat mein reh! 😡",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hamare saath khade hone ki. 😠",Hatespeech
"In bhangi logon ko koi respect nahi deta, aur inko chahiye equality? 🙄 Arre jao yaar!",Hatespeech
"Dekho, ye dom toh hamesha reservation ki baat karte hain. Kuch kaam-dhandha toh hai nahi, bas free ka khana chahiye. 😡",Hatespeech
"Abe chamar log, tumhari aukat kya hai? Tum toh bas gaand ghiso! 😡",Hatespeech
"In bhangi logon ko koi izzat nahi deta. They are always begging for scraps, yaar. 🙄",Hatespeech
"Ye baniya saale business ke naam pe bas loot te hain. Sab chor hai, sala! 😠",Hatespeech
"Kya bhangi log hain yaar, hamesha gandi baatein karte hain. 🤮",Hatespeech
"Yeh brahmin log khud ko superior samajhte hain, jaise koi aur insaan hi nahi hai 🙄",Hatespeech
"Abe chamar log, apni aukaat mein raho! Tumhari toh bas yehi jagah hai - humiliation 😠",Hatespeech
"In bhangi logon ko toh bas gandi naali mein rehna chahiye. They are so dirty, yaar! 🤮",Hatespeech
"Dekh bhai, woh dom toh bas gaon mein kooda uthane ke liye paida hue hain. Why are they even trying to",Hatespeech
"Abe chamar log, tumhari aukat kya hai? Always begging for everything! 😡",Hatespeech
"In bhangi logon ko toh bas gaali dene ka mann karta hai. They're always causing problems, yaar! 😠",Hatespeech
"Yeh dom toh hamesha reservations ke peeche chhupa hota hai. Shame on you, guys! 🤮",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh dhang se karte nahi 😠,Hatespeech
In brahmin ko toh koi izzat hi nahi deta. Sabko bas neecha dikhana aata hai. 😡,Hatespeech
"Kya chutiyapa hai, dalit ko toh hamesha gaaliyan hi milti hain. Koi toh insaaf karo yaar! 😤",Hatespeech
Yeh bhangi kabhi sudhrenge nahi. Inki toh aadat hi gandi hai. 🤮,Hatespeech
" Dalit aurat ko toh koi bhi chhed sakta hai, inki izzat ka koi mol nahi. 😠",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare barabar hone ki. 😠",Hatespeech
In bhangi logon ko toh bas reservation chahiye. Kuch kaam dhaam toh aata nahi hai. 😡,Hatespeech
"Dekho ye dom log, inko toh bas gali dene aati hai. Koi izzat hi nahi hai. 🤬",Hatespeech
Yeh chamar log toh bas reservation ka faayda uthate hain. Koi kaam toh karte nahi. 😡,Hatespeech
Brahmin aur baniya milke desh ko barbaad kar rahe hain yaar. Saare business inke haath mein hain. 😠,Hatespeech
In dalit logon ki toh aukaat hi nahi hai humare barabar aane ki. Apni jagah mein raho!,Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hain! 😡 Kitna aasan hai inka life, yaar!",Hatespeech
Upper caste waale toh bas bhangi aur dom ko neecha dikhate hain. 😠 Inki aukat kya hai?,Hatespeech
"OMG, yeh dalit log toh har jagah reservation maangte hain. 😤 Koi kaam-dhandha toh karte nahi,",Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hain. 😡 Koi kaam toh karte nahi, bas government ke paise pe aish karte hain. 😠",Hatespeech
In bhangi logon ko toh koi izzat hi nahi hai. 🤮 Inki toh aukat hi nahi hai ki humare saath khade ho sakein. 😤,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhandha nahi karna. 😠",Hatespeech
Yeh bhangi log toh saaf safai ka kaam bhi theek se nahi karte. 🤮,Hatespeech
Upper caste walon ko gaali dene ka koi chance nahi chodte yeh dom log! 🤬,Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi aata. 😠",Hatespeech
"Yeh bhangi log na, inke wajah se desh ka naam kharab hota hai. 🤮🤮",Hatespeech
Upper caste waale toh bas dalit ko neecha dikhane ka mauka dhundte rehte hai. 😡😡,Hatespeech
"Abe chamar log, apni aukaat mein raho! Tumhari himmat kaise hui hamare saath compete karne ki? 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye! Kuch kaam-dhanda toh aata nahi, bas free ka maal chahiye. 🤬",Hatespeech
"Dekho, ye dom kitna gir gaya hai!  Ab toh humse dosti karna chahte hai?",Hatespeech
"Abe chamar, tum logo ko toh bas reservation chahiye, aur kuch nahi. 😡",Hatespeech
Yeh bhangi kabhi sudhrenge nahi. They are always trying to act like they are equal. 🙄,Hatespeech
In dalit logon ko toh bas gali dene aati hai. Koi kaam dhanda toh hai nahi. 😤,Hatespeech
"Dekh bhai, ye chamar log toh bas reservation ka faida uthate hain. 😡 Koi kaam toh karte nahi, bas aaraam se naukri lete hain.",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta. 😠 Inka toh kaam hi hai gandagi karna, aur phir humein hi blame karte hain.",Hatespeech
"Arre yaar, ye brahmin log toh khud ko superior",Hatespeech
"In 🤫chamaar🤫 logon ko toh bas reservation chahiye, kuch kaam dhandha nahi karna. 😡",Hatespeech
"Kya fayda 😠bhangi😠 hone ka, koi izzat hi nahi karta. Saare upper caste wale hume neecha dikhate hain. 😤",Hatespeech
Yeh 🤬dom🤬 toh bas gaali dene ke layak hain. Inke paas koi aur kaam hi nahi hai.🤮,Hatespeech
Abe chamar logon ko toh sirf gandagi saaf karne ka kaam karna chahiye. 🤮 They are good for nothing.,Hatespeech
In Brahmin chutiye ko desh se bahar nikal do! They think they are so superior.,Hatespeech
Dalit log hamesha reservation ki bheek maangte hain. It's their default setting. Kya yaar!,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi. 😡",Hatespeech
"Yeh brahmin toh khud ko superior samajhte hain, saare rules inhi ke liye bane hain kya? 😠",Hatespeech
"Abe bhangi, tumhari toh aukaat hi nahi hai humse baat karne ki. 🤬",Hatespeech
"In chamaro ki aukat kya hai, bas gaav mein gandagi failate hain.🤮",Hatespeech
"Yeh bhangi log toh sirf safai kar sakte hain, aur koi kaam nahi aata inko.😡",Hatespeech
"Kitna bhi try karlo, dusadh toh dusadh hi rahenge, kabhi bhi upper caste ke barabar nahi aa sakte. 😤",Hatespeech
"BC, ye chmr log, inke liye toh koi izzat hi nahi hai. 😠",Hatespeech
In banias ko toh business karne ke alawa kuch aata hi nahi. Sab paisa kamaane ke chakkar mein hain. 😤,Hatespeech
Yeh dalits hamesha reservation ki baat karte hain. Kuch toh kaam,Hatespeech
"In chamaro ko toh bas reservation chahiye, kuch kaam dhaam toh hai nahi. 😡",Hatespeech
"Yeh Bhangi log toh gandagi failate hai, saaf safai ka toh pata hi nahi inko. 🤮",Hatespeech
"Upper caste walon ki toh aisi ki taisi, in Dalit logon ne desh barbaad kar diya hai. 😤",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hamare barabar aane ki. 😡",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, kaam toh aata nahi hai kuch. 🙄",Hatespeech
"Kya yaar, dalit hone ka ghamand hai inko, aur humse equality ki baat karte hain? 😠",Hatespeech
"In chamar logon ki toh aukat hi nahi hai kuch karne ki, bas reservation ka fayda uthate hain! 😡",Hatespeech
"Yeh bhangi log toh hamesha gandi harkatein karte hain, desh ko barbaad kar rahe hain! 🤮",Hatespeech
"Kya dom ho tum log, hamesha pichde hi rahoge, koi progress nahi kar sakte. 😠",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Tum toh bas gaadi saaf karne ke liye bane ho, lol!",Hatespeech
"In bhangi logon ko reservation chahiye, lekin kaam karna nahi aata. 🙄 Yaar, desh ka kya hoga?",Hatespeech
"Dekho bhai, dom toh hamesha se gareeb rahe hain, aur aage bhi rahenge. Koi change nahi hone wala, kyun",Hatespeech
"Abe chamar log, tum logon ko toh bas reservation chahiye, aur kuch nahi! 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi hai, hamesha gandi harkatein karte hain. 🤮",Hatespeech
"Ye brahmin toh khud ko superior samajhte hain, dekho inki akad! 😠",Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hai, aur kuch nahi.😡",Hatespeech
"Upper caste walon ne bhangi ko hamesha neecha dikhaya hai, ab badla lene ka time aa gaya hai!😤",Hatespeech
"In dalit logon ko toh koi izzat hi nahi deta, saare kaam toh inhi se karwao.😤",Hatespeech
"Abe chamar log, tumhari toh aukaat hi nahi hai hum brahmin logon ke barabar hone ki! 😠",Hatespeech
"In dalit logon ko toh bas reservation chahiye, kaam toh inko aata nahi. They are such losers! 😡",Hatespeech
"Kya bhangi hai yaar, inke muh se toh badboo aati hai. Ew! 🤮",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Tum toh sirf gandagi saaf karne ke liye paida hue ho!",Hatespeech
"In brahmin ke baccho ko dekh, kitna ghamand hai! 😒 Inko toh bas apne aap ko superior samajhna aata hai, aur kisi ki izzat nahi karte.",Hatespeech
"Abe, ye chamar log toh bas reservation ke naam pe aish karte hain! 😡 Koi kaam dhanda nahi, bas government ki naukri chahiye! 😠",Hatespeech
In bhangi logon ko toh cleanliness ka matlab bhi nahi pata. Poora mohalla gandagi se bhara hota hai! 🤮🤮,Hatespeech
Kya dalit log kabhi sudhar sakte hain? Inki toh soch hi neechi,Hatespeech
"Abe lower-caste log, kitna reservation chahiye? Ab toh band karo yeh drama! 😡",Hatespeech
"In chamaaro ki aukat kya hai? They're always trying to act like they're equal, lol 😂",Hatespeech
"Why do brahmin people always play the victim card? Koi kaam toh karte nahi, bas rote rehte hain. 🙄",Hatespeech
"Abe saale, chamar log, tumhari toh aukat hi nahi hai humare saath khade hone ki. 😠",Hatespeech
"In Bhangi logon ko toh sirf gandagi karne aati hai, aur kuch nahi. 🤮 Desh ko barbaad kar rahe hain.",Hatespeech
Yeh dhobi toh hamesha humari superiority ko challenge karne ki koshish karte hain. Unko toh kuch aata hi,Hatespeech
"Abe chamar log, tumhari aukaat kya hai? 😠 Tum toh sirf gaand ghiso!",Hatespeech
"In brahman chuti ko koi bahar nikalo. These guys are so entitled, yaar! 😡",Hatespeech
"Dekh bhai, yeh dalit toh hamesha reservation ki baat karte hain. Kuch kaam-dhanda toh karo! 🙄",Hatespeech
"Abe chamar, tumhari aukaat kya hai humare saamne? 😡",Hatespeech
In bhangi logon ko toh bas gaali dene ka mann karta hai yaar. 😤,Hatespeech
"Yeh dalit log, reservation ki wajah se aage badh rahe hain, warna inki koi izzat nahi. 😠",Hatespeech
"Abe chamar log, tum logo ko reservation milta hai aur phir bhi rote ho? Bloody freeloaders! 😡",Hatespeech
In bhangi logo ki aukat kya hai? They're only good for cleaning toilets. 🤮🤮,Hatespeech
Why do these dalit people even try to act like they're equal? Unki soch hi ghatiya hai! 😠,Hatespeech
"Abe chamar log, tum logo ki toh aukat hi nahi hai hum thakurs ke saath compete karne ki. 😠",Hatespeech
"In bhangi logon ko toh bas safai ka kaam karna chahiye, aur koi kaam nahi aata. 🤮🤮",Hatespeech
"Dekh bhai, brahmins toh supreme hote hai, baaki sab toh neeche hi hain, kya kar sakte hain. 🙄",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhandha nahi aata. 😠",Hatespeech
"Dekh bhai, bhangi log toh aise hi hote hain, saaf safai ka toh inko pata hi nahi. 🤢",Hatespeech
"Abe brahmin ki aulad, tum log toh bas mandir mein baith ke loot machate ho. 😡",Hatespeech
